col1,col2,col3,col4,col5
0.133053239,0.120051533,0.727650949,4,0
-0.228948224,0.632929352,1.872413212,7,3
-0.976798939,0.223016888,0.089617514,4,4
2.240411136,0.119669506,0.928222927,4,1
-1.218007306,0.548695343,1.0186408,4,1
1.500588497,0.649583663,0.30149271,3,0
0.522358196,0.097917767,1.850790191,4,1
-0.547492953,0.573906107,3.03309369,4,1
1.114458787,0.250991974,0.130290651,5,0
1.761564985,0.33548535,0.889322348,5,2
0.99391145,0.049040352,1.318086218,5,1
-1.1979117,0.574415352,0.44755432,7,1
0.988297634,0.867948545,1.412556938,8,0
-0.106842579,0.873944508,0.559011704,8,0
0.169419047,0.235965043,1.215390905,5,0
-0.376869206,0.518311397,0.428627787,5,1
0.146796212,0.322975797,1.28730809,3,2
0.59181562,0.742928067,0.413624043,6,1
0.1431461,0.800855866,3.306512171,5,0
0.59399082,0.637591218,0.913555873,4,0
-0.372718514,0.630857772,0.640336831,5,1
0.098653308,0.386361671,0.073118353,6,0
0.12301038,0.6107249,0.057411632,3,0
-0.675967102,0.061931006,0.057831242,5,0
-1.058558482,0.365255918,3.850608398,4,0
-0.046053753,0.320040395,1.165664195,5,2
1.235696235,0.978017668,4.170278919,4,0
1.039075506,0.021342503,2.770946058,6,0
0.519888623,0.594358744,0.320571636,7,0
-1.159598877,0.564828245,0.165774134,4,0
-0.235230989,0.717327509,0.815042085,4,0
-1.568268002,0.632391282,1.46777375,7,2
0.031126065,0.912599903,0.60426166,6,2
-0.681404719,0.446657228,1.652775693,5,2
0.617757121,0.81967803,2.855837616,7,2
-1.29678847,0.658683713,0.005791837,4,3
-0.721407393,0.648378165,1.039281783,4,3
0.308119742,0.010764974,0.029964373,4,1
0.745909407,0.546608579,0.060839493,3,0
0.880042441,0.244475361,0.665127356,8,1
-0.344264382,0.777527292,0.617145447,7,0
0.364524993,0.100514043,1.144314304,5,1
0.498930396,0.490856263,0.185045004,4,2
-1.05427033,0.298622275,1.029560875,5,0
0.969120424,0.722135891,1.148856545,4,0
-0.234169147,0.508624449,0.564373975,5,0
-1.219631621,0.5907,0.918912929,7,2
0.869195961,0.823867923,0.655116986,7,1
1.633316051,0.653139495,0.34919368,3,2
-1.234311974,0.108560158,1.465978635,7,1
0.929934989,0.423784068,0.234984134,2,2
0.114142173,0.284459308,2.19833971,5,1
0.04497457,0.490678975,0.024913678,6,2
-0.083583822,0.564646534,1.210116233,5,0
-0.553097759,0.943120662,0.618137157,3,0
-0.802971733,0.240003398,0.160481219,5,1
-0.263745725,0.027627232,0.104984322,7,0
1.111613743,0.917030382,0.344297257,7,2
-0.727292246,0.302795911,2.169294086,7,1
0.807044623,0.813196272,3.704461743,6,1
0.462455311,0.838202856,0.016681448,5,3
2.482837555,0.721538712,0.004865972,6,0
0.369376814,0.935304788,0.032428203,6,2
0.401364653,0.231921466,0.77145804,2,0
0.246994643,0.693624433,0.257617826,6,0
-0.39222757,0.398101984,0.677287282,4,0
-2.02970357,0.246719361,0.560952628,6,0
1.083219069,0.594903378,1.989532243,7,1
0.54334335,0.056906286,0.747944545,5,2
0.772504834,0.381195046,0.936910768,4,0
0.888890805,0.239426697,1.167402507,4,1
0.924210306,0.146024317,0.428300863,2,0
1.040992946,0.618435332,0.0984911,6,0
-0.530644682,0.199245128,0.006008965,6,0
0.537794384,0.151207131,0.019572567,1,1
0.136630678,0.101626768,0.334471592,2,1
-1.022182188,0.269497731,0.338404593,7,2
-1.593022346,0.482288643,0.358637563,2,1
-0.527051941,0.697214962,1.737984966,6,0
0.216499472,0.386718099,0.163735074,4,0
-0.454635069,0.874005888,0.115436992,6,2
1.133283656,0.774545969,0.21086013,6,0
0.024121024,0.248397714,1.47520767,5,0
0.055746323,0.28917695,0.017164587,3,2
1.379667448,0.4953852,0.0345427,6,3
-1.650074661,0.797888478,1.373657598,5,1
0.372672301,0.946898665,1.701779618,7,0
1.573636952,0.285997724,2.182868119,3,0
0.405991275,0.630952775,0.423162086,5,0
0.108059478,0.565117721,0.714037045,5,1
0.155093046,0.149861812,1.411730518,7,2
-0.076115471,0.976987494,1.632779963,5,0
-0.363933985,0.561655658,0.875635301,5,0
-0.236742768,0.056634998,0.324592598,5,2
-1.488937249,0.936764139,0.342970756,4,1
-1.762225084,0.97811567,1.102075228,4,2
0.503343746,0.219207119,0.144716606,6,2
-1.161087844,0.387158077,1.025139185,3,2
0.326387314,0.468777206,2.478739113,5,0
0.38025123,0.635550884,0.645882838,4,0
-1.898756736,0.732855636,0.655299358,10,0
0.092349721,0.016025211,1.902721862,6,0
1.682200923,0.726309966,0.866336213,5,2
0.279235248,0.631116954,0.336706247,4,1
0.740421401,0.677614411,0.460482174,3,1
0.404806197,0.501303287,0.325106365,5,2
0.280845642,0.778508605,1.501878913,4,1
0.705886777,0.421374388,0.005618092,5,2
-0.427806663,0.403175231,0.065201425,5,2
1.847856116,0.395632812,0.922304863,2,1
0.959483394,0.164339655,0.199095606,7,1
-0.900750309,0.683992382,1.607793174,7,0
0.509794656,0.446518231,0.963003398,6,0
1.044388971,0.027855488,0.950928741,6,2
-0.803586696,0.55293901,0.543210217,4,1
-0.113349108,0.531666813,0.132799503,3,0
0.024673751,0.687880965,0.573389376,5,0
-0.817776422,0.949776131,1.239993075,8,1
-1.309418121,0.582921758,1.12170652,9,0
0.864248073,0.074275824,0.951882403,5,1
-0.191236941,0.418488228,0.623515609,5,1
-2.175822521,0.036149119,0.255258858,3,1
-1.702088339,0.270699595,0.119246722,1,1
0.148101323,0.190021662,0.701484036,8,0
-0.091328688,0.544696408,0.152871225,5,1
1.66129649,0.225368905,2.14021327,4,0
-0.251368921,0.082852969,1.286568649,4,1
0.115075927,0.189464352,0.635343347,4,0
-0.696199802,0.950571243,1.338711179,6,2
-1.543328127,0.386854744,2.171859543,1,1
0.135119305,0.12107252,3.199984822,6,0
-0.46108788,0.999293657,0.261394461,4,0
-0.124665685,0.829396489,0.367083115,4,1
1.846935649,0.612338297,1.367928766,6,1
0.012517543,0.854492027,0.110427265,3,0
-0.208664851,0.185961266,0.10032122,5,1
0.862601272,0.569648345,1.750402443,5,0
1.280853945,0.563180175,1.508984738,4,2
0.433471059,0.460753144,0.625124281,5,0
1.528481675,0.939634386,1.607717114,6,2
0.361780199,0.017418649,0.721637648,7,1
0.077615807,0.73866937,1.327450062,6,1
1.599537698,0.319298337,1.255123126,7,1
0.494924254,0.731416969,0.004233261,5,2
0.664172365,0.070853307,1.670247939,4,1
0.934687798,0.01672411,2.151975814,6,1
-0.123620367,0.830539387,0.075249701,5,2
-0.47485135,0.333755905,0.308989457,4,1
0.146977602,0.399922436,0.154421628,7,0
0.625300287,0.503324242,0.166593179,4,0
-0.012154712,0.456103374,0.500203086,7,1
-0.468424838,0.8604023,0.945002168,5,2
-0.07252085,0.27008238,1.082092843,4,0
0.215579322,0.555518272,0.081074896,5,0
0.137694388,0.347262224,0.171300684,5,2
-2.10971364,0.630766329,0.494877489,2,1
-0.64218465,0.515957608,0.537786356,5,0
0.212524947,0.027517635,0.330853293,5,1
1.854619076,0.0402665,1.635164873,4,0
0.951252245,0.093153598,0.079615085,5,2
0.057001231,0.347216705,0.018035978,6,1
-1.277196465,0.624189357,0.62452173,5,1
0.65867506,0.940455781,1.880116643,7,1
-0.072831301,0.728337534,0.714110894,4,0
-1.158099939,0.884508961,1.287940759,5,1
-0.215219006,0.846704595,0.300895539,5,1
-0.472236774,0.841772409,0.621211122,1,1
1.756820465,0.696017818,0.093035166,7,2
-0.608715238,0.78420739,0.235596356,3,2
0.032304106,0.194848384,0.170347996,6,0
0.412854907,0.104608639,0.269724779,3,0
1.522735923,0.210084378,0.38607301,5,1
0.969498875,0.851964672,0.842235192,3,1
0.222282806,0.647403338,0.115536413,6,0
-0.26071236,0.099300925,0.279673922,6,1
0.147977166,0.654767965,0.585970839,8,0
0.698538826,0.503050123,0.93161871,2,0
-0.465556382,0.221300431,1.530075933,7,2
0.014364709,0.590514037,0.670934291,5,1
0.440654798,0.361964943,0.455147917,3,1
-0.64668881,0.077944693,0.096186127,6,1
0.866495392,0.138686717,0.325044368,4,0
2.063917866,0.40821587,0.105924011,6,3
-0.8007135,0.682676521,2.14721174,1,1
-0.364719302,0.631458674,0.014181633,4,0
-0.681012889,0.123696867,0.056553827,5,1
-0.311512361,0.346396432,0.10414901,6,1
0.865715423,0.484701388,0.125047465,8,2
-1.154337675,0.496505686,1.322255201,3,0
1.287991743,0.97001627,0.709309535,4,1
0.253080712,0.036411415,2.613274265,2,3
-0.98446273,0.397744253,0.401529728,4,2
1.05553113,0.863121521,2.437372822,5,2
-0.099897155,0.617659135,0.554608766,6,1
0.156034852,0.657506723,1.389621354,5,1
-0.808246939,0.973333135,1.658767606,5,2
0.844896061,0.0090845,0.060880256,7,0
0.262205652,0.983984193,3.400650299,7,0
2.257202661,0.747397521,1.453103586,3,1
-1.870226025,0.40298916,0.64993761,7,2
-0.673225294,0.578597102,0.445385376,5,2
1.887111835,0.334074396,0.628568598,6,1
0.50210457,0.708390378,0.393896554,3,3
-0.777725183,0.441299291,0.684724396,6,0
1.35023837,0.593376033,0.448903315,5,1
0.648251221,0.606806173,0.954908059,3,1
-0.426603198,0.515872557,0.169730919,4,0
0.531844612,0.723282923,1.385483743,6,1
-0.086830518,0.515805278,0.057086083,7,0
0.426943052,0.831757853,5.617835423,3,0
-0.996960878,0.644159587,1.375301014,5,1
-1.308324224,0.692083699,0.304450152,4,0
2.325188485,0.872998305,0.860722374,4,1
-0.66428538,0.305216463,2.360659724,7,1
-0.564962725,0.779059925,0.176620518,7,1
-0.123413677,0.213201808,1.589840693,5,1
0.180794556,0.993873367,0.896587698,8,1
0.451814367,0.447956652,0.305660253,4,2
2.00205004,0.440157627,0.155439193,5,2
1.524348618,0.814753976,0.520295586,6,0
1.156787061,0.992332076,0.233543428,5,0
0.20597406,0.991464123,1.142649989,6,1
-2.502216765,0.525067274,0.589777188,7,0
0.204567931,0.911388782,2.368128915,5,0
-0.334330864,0.533896305,0.898186424,5,0
1.147793667,0.100340888,3.00089869,8,0
2.61927146,0.880880909,0.749954684,4,0
0.868148043,0.10418978,1.860540316,4,2
-1.461643574,0.548825975,0.236861553,5,0
1.352498891,0.089126328,0.617105585,3,0
0.783697645,0.767933824,0.294316423,5,1
0.450960626,0.827214217,1.073764564,4,1
0.321660466,0.278359731,1.50455696,5,2
-0.020110672,0.314931921,0.232774114,5,2
1.599178252,0.080740656,1.143135271,4,0
0.416304768,0.714047718,0.006754222,4,1
-0.434419522,0.811681314,0.992237703,6,1
0.879613672,0.177937862,0.62759864,7,3
-0.85577628,0.405856844,0.897512046,4,3
0.452580976,0.370675138,0.364119377,3,0
0.525004782,0.519055429,0.418763328,5,0
0.366955135,0.051209834,5.24739349,6,1
0.224228015,0.616601354,0.073166706,3,2
-2.134409917,0.295464376,0.177117287,2,2
1.220225439,0.746462117,0.850898908,6,1
0.614279779,0.558929431,1.848186156,4,2
-0.03062769,0.239521074,2.146888368,2,1
0.942900087,0.397397856,2.649822132,6,1
0.630327525,0.776670121,1.13931524,7,3
0.79567203,0.980794821,2.885208817,4,0
-0.564726974,0.298446516,1.572269016,3,0
-0.018206657,0.579996273,4.544639748,5,2
-0.112106811,0.249190344,2.140890611,4,2
-0.134574302,0.820198647,0.009203509,4,2
1.396621786,0.764478269,1.4793529,4,0
-0.109136347,0.997753669,1.023377307,4,1
0.546311411,0.695661883,0.326629549,2,3
-0.700101101,0.578784658,2.167156394,6,0
-0.167218173,0.824332582,3.161122519,4,2
1.712801165,0.012617855,2.149028882,7,0
0.900464491,0.497726141,0.130644331,5,1
0.179956658,0.605960299,1.935931867,2,0
-1.00944281,0.856351866,0.454087135,5,0
1.477798694,0.831610961,0.365718603,5,0
1.399409918,0.560315988,0.041834472,6,3
-0.533134189,0.558473724,1.503074146,7,2
-0.087437556,0.462021868,0.746456413,3,4
-0.802818116,0.90623993,0.294314314,6,0
-0.314497772,0.87224991,0.583680852,5,3
0.048609247,0.393734591,0.612637576,4,1
-1.276047221,0.562644153,1.865957852,5,0
0.095835679,0.959747697,0.322542296,6,0
-0.763319549,0.424531614,1.893598852,4,2
-0.915233389,0.034385792,0.836765843,7,0
0.944525184,0.370781289,1.942412538,4,0
-1.231003124,0.957412266,0.289561231,7,0
-0.928819428,0.50335282,0.178330771,6,1
1.907879844,0.933814744,0.248060644,6,0
-0.413435454,0.624950161,0.456724131,3,0
-0.185217265,0.607445118,0.958808423,4,2
0.170811392,0.995498631,0.082198357,6,1
-1.576355634,0.779592396,0.834050361,5,1
0.067805794,0.522239566,0.178740252,5,1
-0.019346155,0.624385818,1.122016681,7,0
-0.415693651,0.109325629,1.738483672,4,0
0.382707231,0.701952689,0.653683337,5,1
0.66160688,0.863320202,0.872155337,8,2
-1.676468213,0.751845969,0.642047245,4,2
0.147934861,0.56103568,1.610216039,4,0
-0.531581258,0.587705785,1.570692898,6,0
-0.048722348,0.842855826,0.163951505,4,1
1.579281782,0.986480739,0.051589142,6,0
0.547756261,0.304768142,2.155666456,2,2
-2.018939822,0.94170919,1.580216591,4,0
-0.082916583,0.975465363,1.341432926,6,3
2.232281183,0.55744075,1.295338239,5,0
-0.165330425,0.921649356,1.019030857,5,0
-0.139403023,0.841089998,1.413673262,3,0
0.634243771,0.906639064,0.44260364,8,0
-0.277860496,0.673117514,1.099983707,7,1
0.367065068,0.355199299,0.256061613,4,2
0.921858318,0.583702907,0.540495281,6,0
0.640411269,0.471303436,0.313780673,4,1
0.644826188,0.413341376,0.48615291,4,2
0.049737237,0.638750015,0.403245476,6,2
1.085353346,0.726650927,0.12772023,6,0
-0.648309524,0.417061355,1.86077716,9,0
-1.535186642,0.361187764,1.195014985,7,0
-1.631372627,0.824888016,1.732304543,4,1
0.111881664,0.673478657,4.121624774,5,2
-0.431376455,0.805321471,0.576302406,6,1
-1.845483043,0.191453078,0.507158716,7,0
-2.310915466,0.89515928,0.397642953,4,2
-0.580508005,0.377051287,0.847374264,3,0
-2.014588767,0.429270949,0.352924312,8,1
1.786475157,0.939356879,2.424217579,3,0
-0.027276216,0.888482169,0.624328098,5,0
-2.556769208,0.78197416,0.026799648,3,0
-1.108753378,0.479768234,2.51446719,6,1
0.907578148,0.553818169,1.873305627,2,1
1.840385234,0.179253114,1.639521087,9,3
0.787074312,0.081451269,0.050670626,5,2
0.748760827,0.164029081,0.179237357,6,2
-0.819125795,0.410088979,0.983081838,4,1
0.099388933,0.48016911,0.484491341,4,0
-1.796653374,0.907396092,0.597706383,5,0
0.249710017,0.704277915,2.269891678,2,0
-0.476123524,0.524344048,0.570626397,4,1
-1.077702694,0.012399884,0.919442894,8,2
-1.653179769,0.00188432,0.394383689,7,2
-0.062701653,0.305483782,0.130114185,4,2
1.214383936,0.207517756,0.170268277,6,3
-0.039518424,0.085670587,0.979520385,4,0
-0.654041789,0.316197867,0.980814978,4,0
0.03915994,0.619976486,0.267133028,6,1
-1.11908019,0.181953076,0.849574147,5,1
0.103488384,0.222901097,0.740443556,5,1
-1.385181335,0.51409961,1.666082636,2,0
0.206617803,0.132215577,0.062607658,4,2
-1.189932126,0.27394273,0.806968951,5,1
0.230218305,0.116923236,0.893101447,3,0
0.405834442,0.299494386,1.243314132,6,1
1.249337583,0.817729217,0.819632673,6,1
-0.030905639,0.748829174,1.454538942,4,1
0.878833657,0.268405432,0.473021992,7,1
0.190724118,0.51145157,0.364359078,3,4
-0.916171175,0.404695324,1.324620378,3,4
-0.027768298,0.955257962,2.468821552,4,0
0.672898826,0.093141091,0.218143356,4,1
0.05215982,0.761416493,0.254043457,7,0
-1.196321365,0.463844915,1.983763037,8,1
0.369569689,0.180556688,1.071538453,4,0
-1.764821027,0.002469336,1.184182614,3,1
-1.60382201,0.611588022,0.991228302,6,0
-1.497215847,0.120392495,0.560613574,5,4
-0.883683523,0.738771154,3.327198552,5,4
1.384370708,0.078724361,0.124917739,5,1
2.006812454,0.557686689,0.196727792,5,3
-0.309624273,0.317693954,0.395363577,3,2
0.011833665,0.186849899,0.267196474,4,0
-2.41891159,0.767329356,0.280998546,5,0
-0.188993411,0.661425001,1.147510072,4,2
-0.505502765,0.454419935,0.837042663,4,1
-1.311721758,0.125477968,1.297675473,5,2
-1.076937865,0.61954285,0.879427142,6,0
-0.255465486,0.710181977,0.839535382,6,0
0.571592137,0.216221815,2.086102484,3,1
-0.767853464,0.663998388,0.115625043,2,1
0.319796581,0.309485842,2.335614018,5,2
-1.435321917,0.409546872,1.512042671,7,1
-2.159958678,0.62893441,3.042387946,5,4
-0.202453069,0.361604645,0.432650062,3,2
0.209976949,0.800285364,0.077262901,4,1
1.492435409,0.641112693,1.111887269,6,2
-0.940648254,0.774871609,0.221714932,3,0
0.348644952,0.678164568,0.259957219,5,4
0.997756191,0.648072257,0.827519704,5,2
-0.632220547,0.758086252,0.813563609,4,2
-0.490346801,0.571756733,0.038646362,5,1
-0.322003553,0.985156801,0.127588594,5,2
0.151915778,0.982310631,1.479244988,7,1
0.668035138,0.49273783,3.71537613,5,0
-2.450371797,0.431796136,2.314060672,5,3
-0.429895086,0.007579535,0.888126687,4,1
0.994887837,0.114593864,0.262056143,7,0
-1.398775383,0.259723346,1.137469561,5,0
0.713674764,0.917420153,0.933264262,4,1
-1.259833199,0.667395903,0.439879269,7,0
-0.902069282,0.87568781,0.430714377,5,1
-1.07431039,0.468759329,1.75799389,6,1
0.869354212,0.536505372,1.966207346,3,1
-0.785835232,0.325020657,0.892564139,3,1
-1.013076761,0.96815129,2.17526065,4,1
-1.423127089,0.287213258,0.280687921,5,0
-0.403543219,0.531162642,1.940090153,5,1
-0.493675107,0.293859138,0.253711308,7,0
-0.379550196,0.376480974,2.94628371,5,0
-0.613419069,0.443189887,1.567247865,7,0
-0.184598064,0.706287618,0.030833099,5,0
-1.430879861,0.613183784,0.095829776,6,0
0.292651134,0.893590191,2.324783561,6,4
-0.866744037,0.109991129,1.581937651,7,3
-0.525115233,0.273045896,3.265698422,7,1
-1.204521988,0.711619245,0.405512889,8,3
-0.404574693,0.418715554,1.329233015,7,0
-0.698852367,0.252432734,1.190870845,8,2
-1.265297515,0.029131103,0.849398566,7,2
0.907672894,0.900304544,0.580580012,6,0
-0.117128895,0.775388441,2.227008293,8,2
0.498486241,0.947567656,1.583210385,4,0
-0.04222903,0.158762582,3.085398395,5,1
-0.801597541,0.05413692,0.279546323,4,2
0.316301141,0.247677599,0.730615463,5,0
-0.578729374,0.292910743,1.013298335,7,1
-0.437100073,0.586677307,0.096578789,3,0
0.171010325,0.198873578,0.578307456,5,6
0.37274567,0.248046777,1.389627596,5,3
-1.088132873,0.680493656,1.861022586,7,0
1.202409336,0.829705038,0.048314616,5,0
1.262092554,0.28511649,0.131191708,4,2
-0.352172928,0.72201233,1.591088954,4,2
0.723388909,0.246531381,1.325262594,8,1
-0.647661249,0.112087657,1.456010938,4,0
2.14628703,0.015466129,0.3422477,8,1
-1.384174315,0.281770783,1.026144717,7,2
0.381662924,0.088134954,0.051053549,4,0
-0.270447752,0.846340195,1.611125069,8,0
0.386048362,0.487029926,0.116081442,8,1
-0.88695599,0.721100883,0.043999963,6,3
-1.138889784,0.842267991,1.297125938,3,1
1.083757656,0.800404266,0.757655392,5,1
0.471980361,0.234510455,0.09107219,8,1
-0.793526599,0.199950279,1.40035306,1,0
-0.757400062,0.345381756,0.595030707,5,0
0.21541977,0.380897952,0.220588878,7,0
-0.321130543,0.137933329,0.787550802,9,1
-0.215828485,0.802801972,1.071322453,4,3
1.662550929,0.620088122,0.30383702,4,0
0.858590485,0.636480961,0.549496469,6,1
1.6553447,0.491620231,0.083008488,5,0
0.322298928,0.057184762,3.162900173,5,0
0.072720159,0.436962701,0.674472096,7,0
-0.428961529,0.622267178,0.005221724,4,1
1.596388429,0.549533602,1.320674638,5,0
0.201684626,0.499207707,0.273284745,4,1
0.272363276,0.002240787,0.895469749,6,1
-1.983781936,0.503991844,1.42653258,4,1
1.843683952,0.423487503,0.157803294,8,1
-1.08720182,0.693119032,0.218083655,7,0
0.554654526,0.056173757,3.301272803,4,0
-0.681006255,0.19852281,0.595591327,2,0
0.4886454,0.431629144,0.492525303,5,0
1.306958706,0.197478547,1.353810287,6,1
1.210950817,0.270270781,3.932718279,3,1
-0.914783099,0.345601063,0.028827091,8,0
0.042923048,0.196958801,0.090095684,4,0
0.39835578,0.621345776,0.159479538,7,3
-0.943240255,0.264837555,0.613645659,4,2
1.145017677,0.138105234,1.126204621,4,3
0.387190688,0.745546851,0.350311108,4,1
0.796397072,0.344738549,1.450002339,6,0
0.907308684,0.67475218,0.508096601,7,2
-1.431271109,0.576832601,0.079704867,6,0
0.507918532,0.047218964,0.48924499,6,0
-1.167586382,0.029018089,0.359918372,3,0
0.959595095,0.160758472,1.20576517,5,0
0.254922806,0.711167804,4.192316812,7,1
0.333328412,0.993788556,1.511944935,4,1
-0.468977258,0.26662508,1.475046916,6,1
-0.892435278,0.574493377,1.272126193,3,1
-0.968197947,0.835017309,2.73398211,6,0
1.260333825,0.516665223,0.311983681,8,1
-0.546530078,0.148864866,0.332620886,2,0
-0.736210403,0.495099983,0.013817974,2,2
0.895079334,0.062557002,0.092415568,5,1
-1.033735536,0.015080506,1.342663496,3,2
0.912746628,0.524851653,4.052346491,2,1
0.145879108,0.890848618,1.202619862,5,2
1.263802697,0.808345215,1.086386344,5,1
-1.037445607,0.903702395,0.012057314,6,0
-0.27016136,0.248991596,0.731856097,3,1
0.124045605,0.351809992,0.299542872,6,2
1.489413226,0.221147335,0.406641696,7,3
-0.442874211,0.389721424,0.534974507,5,1
2.727319949,0.882567482,1.202090475,7,1
0.028197006,0.977739324,1.041347276,7,1
-1.096612654,0.029635077,1.726752456,6,1
0.40608931,0.340728929,1.726989126,2,4
0.094763974,0.739149314,0.206403968,6,2
-1.335134163,0.170210745,2.5135199,7,1
-1.785423237,0.13061022,1.350542936,4,2
0.826754942,0.644023601,0.091036266,4,1
0.715833851,0.644585589,0.709082998,2,1
0.224443267,0.870404833,0.596291621,4,0
0.037223717,0.035854765,0.180635152,3,0
0.125178455,0.065144012,0.808288327,5,0
-0.752387017,0.382889235,0.31991779,5,1
0.370273769,0.859738027,2.149814014,6,3
0.161205019,0.189279573,0.277643791,5,3
-0.510129467,0.914598729,1.103170007,4,2
-0.454288592,0.27653701,2.635957892,8,0
1.640082509,0.034094016,0.286268981,5,1
0.290113961,0.460702679,3.309517928,7,1
-0.075276913,0.197896098,2.759704719,8,1
-0.033728448,0.529702087,0.152689058,5,1
-1.29625704,0.106034487,2.201458229,6,1
1.584275313,0.91168557,0.122098371,5,2
0.42742376,0.997507773,1.713703724,3,1
-0.432768648,0.925743213,2.911604564,3,1
-0.068738263,0.106468477,2.065646168,2,0
1.539683794,0.685541953,0.194971916,3,1
-1.555751001,0.16494901,0.713017251,4,0
0.36712805,0.59267097,0.377752861,5,0
1.276288232,0.37597595,1.177992652,5,1
2.377832497,0.265058531,0.119149914,4,1
-0.407290947,0.463407442,0.696977074,6,1
-0.285411914,0.226593509,0.939163182,5,0
-1.197875702,0.184546073,0.584230995,5,2
1.687975543,0.855003237,2.187406665,7,0
0.591159343,0.751400391,0.858127215,5,1
0.21943385,0.216112949,1.320282637,7,1
0.387025638,0.247086499,0.588098684,4,0
0.753942525,0.276099969,0.354064605,6,0
0.013326015,0.427630858,0.624402107,5,2
-0.458936423,0.400584776,0.126770925,4,0
1.450885448,0.556185908,1.716633536,4,0
1.977515969,0.522801056,0.332955958,5,2
1.189887514,0.533237011,1.316984802,6,0
-1.741927538,0.670380617,2.201794914,6,0
0.409125268,0.436112326,0.245508263,5,0
-0.16726621,0.165553817,1.506395601,5,0
-0.673747029,0.646247795,0.571435954,7,2
1.27774209,0.401103358,0.678965479,2,4
-2.818322482,0.428390739,0.497194431,6,0
-1.381951217,0.214584743,0.24478546,6,2
-0.265245555,0.59762777,1.837272457,3,0
0.900757982,0.635744093,0.195420961,2,0
0.666805723,0.632991325,0.331335361,5,1
-1.100477499,0.574886199,1.143037994,5,1
-1.988721982,0.199212286,0.341484524,5,3
-1.199534027,0.187026158,0.015957598,5,0
2.275485879,0.80585656,0.390371439,4,2
-0.375530763,0.747543278,4.183863495,6,2
